,Date,Close,Predicted
0,2019-03-27,1765.699951,1798.5853
1,2019-03-28,1773.420044,1798.2094
2,2019-03-29,1780.75,1801.9402
3,2019-04-01,1814.189941,1806.3944
4,2019-04-02,1813.97998,1823.2083
5,2019-04-03,1820.699951,1831.2175
6,2019-04-04,1818.859985,1839.2137
7,2019-04-05,1837.280029,1842.5891
8,2019-04-08,1849.859985,1854.2721
9,2019-04-09,1835.839966,1865.5312
10,2019-04-10,1847.329956,1867.4136
11,2019-04-11,1844.069946,1875.655
12,2019-04-12,1843.060059,1878.6208
13,2019-04-15,1844.869995,1881.26
14,2019-04-16,1863.040039,1882.908
15,2019-04-17,1864.819946,1892.1101
16,2019-04-18,1861.689941,1897.3801
17,2019-04-22,1887.310059,1899.2041
18,2019-04-23,1923.77002,1911.8112
19,2019-04-24,1901.75,1933.3578
20,2019-04-25,1902.25,1935.743
21,2019-04-26,1950.630005,1939.5499
22,2019-04-29,1938.430054,1961.9321
23,2019-04-30,1926.52002,1966.1738
24,2019-05-01,1911.52002,1965.3442
25,2019-05-02,1900.819946,1957.2025
26,2019-05-03,1962.459961,1950.4705
27,2019-05-06,1950.550049,1973.8184
28,2019-05-07,1921.0,1975.2926
29,2019-05-08,1917.77002,1966.7153
30,2019-05-09,1899.869995,1961.5852
31,2019-05-10,1889.97998,1951.5348
32,2019-05-13,1822.680054,1942.6774
33,2019-05-14,1840.119995,1905.8782
34,2019-05-15,1871.150024,1899.1614
35,2019-05-16,1907.569946,1901.3783
36,2019-05-17,1869.0,1919.6733
37,2019-05-20,1858.969971,1910.6589
38,2019-05-21,1857.52002,1904.685
39,2019-05-22,1859.680054,1900.2736
40,2019-05-23,1815.47998,1900.3828
41,2019-05-24,1823.280029,1881.8612
42,2019-05-28,1836.430054,1876.8868
43,2019-05-29,1819.189941,1875.6974
44,2019-05-30,1816.319946,1867.1742
45,2019-05-31,1775.069946,1862.2795
46,2019-06-03,1692.689941,1841.8054
47,2019-06-04,1729.560059,1803.9543
48,2019-06-05,1738.5,1791.7186
49,2019-06-06,1754.359985,1777.3334
50,2019-06-07,1804.030029,1777.9143
51,2019-06-10,1860.630005,1795.0455
52,2019-06-11,1863.699951,1826.1416
53,2019-06-12,1855.319946,1847.5957
54,2019-06-13,1870.300049,1859.2894
55,2019-06-14,1869.670044,1872.4108
56,2019-06-17,1886.030029,1884.0801
57,2019-06-18,1901.369995,1900.3541
58,2019-06-19,1908.790039,1917.1528
59,2019-06-20,1918.189941,1932.3287
60,2019-06-21,1911.300049,1945.6432
61,2019-06-24,1913.900024,1947.9056
62,2019-06-25,1878.27002,1951.5619
63,2019-06-26,1897.829956,1936.2354
64,2019-06-27,1904.280029,1939.5094
65,2019-06-28,1893.630005,1939.4933
66,2019-07-01,1922.189941,1936.38
67,2019-07-02,1934.310059,1947.0906
68,2019-07-03,1939.0,1955.8053
69,2019-07-05,1942.910034,1964.9957
70,2019-07-08,1952.319946,1971.8967
71,2019-07-09,1988.300049,1979.5121
72,2019-07-10,2017.410034,1998.8313
73,2019-07-11,2001.069946,2019.9326
74,2019-07-12,2011.0,2021.8323
75,2019-07-15,2020.98999,2028.2167
76,2019-07-16,2009.900024,2035.7292
77,2019-07-17,1992.030029,2034.7026
78,2019-07-18,1977.900024,2026.0588
79,2019-07-19,1964.52002,2017.0626
80,2019-07-22,1985.630005,2009.3291
81,2019-07-23,1994.48999,2015.4613
82,2019-07-24,2000.810059,2019.5981
83,2019-07-25,1973.819946,2026.1139
84,2019-07-26,1943.050049,2015.4976
85,2019-07-29,1912.449951,1998.4388
86,2019-07-30,1898.530029,1976.3057
87,2019-07-31,1866.780029,1959.1049
88,2019-08-01,1855.319946,1933.0553
89,2019-08-02,1823.23999,1916.3044
90,2019-08-05,1765.130005,1891.6155
91,2019-08-06,1787.829956,1854.7764
92,2019-08-07,1793.400024,1846.194
93,2019-08-08,1832.890015,1833.9708
94,2019-08-09,1807.579956,1847.1848
95,2019-08-12,1784.920044,1841.3129
96,2019-08-13,1824.339966,1833.577
97,2019-08-14,1762.959961,1844.3442
98,2019-08-15,1776.119995,1823.3114
99,2019-08-16,1792.569946,1821.1667
100,2019-08-19,1816.119995,1821.1951
101,2019-08-20,1801.380005,1833.9384
102,2019-08-21,1823.540039,1833.8772
103,2019-08-22,1804.660034,1843.6497
104,2019-08-23,1749.619995,1839.8561
105,2019-08-26,1768.869995,1817.3916
106,2019-08-27,1761.829956,1813.4503
107,2019-08-28,1764.25,1803.9574
108,2019-08-29,1786.400024,1802.6841
109,2019-08-30,1776.290039,1808.8507
110,2019-09-03,1789.839966,1807.4336
111,2019-09-04,1800.619995,1812.7809
112,2019-09-05,1840.719971,1818.5878
113,2019-09-06,1833.51001,1838.5369
114,2019-09-09,1831.349976,1846.9844
115,2019-09-10,1820.550049,1854.1267
116,2019-09-11,1822.98999,1853.6687
117,2019-09-12,1843.550049,1856.4824
118,2019-09-13,1839.339966,1866.5906
119,2019-09-16,1807.839966,1870.3368
120,2019-09-17,1822.550049,1861.3856
121,2019-09-18,1817.459961,1864.0339
122,2019-09-19,1821.5,1859.8104
123,2019-09-20,1794.160034,1860.7823
124,2019-09-23,1785.300049,1848.4044
125,2019-09-24,1741.609985,1839.626
126,2019-09-25,1768.329956,1814.82
127,2019-09-26,1739.839966,1812.6863
128,2019-09-27,1725.449951,1794.3191
129,2019-09-30,1735.910034,1782.154
130,2019-10-01,1735.650024,1775.4716
131,2019-10-02,1713.22998,1770.0396
132,2019-10-03,1724.420044,1758.9113
133,2019-10-04,1739.650024,1755.2826
134,2019-10-07,1732.660034,1756.6619
135,2019-10-08,1705.51001,1755.3893
136,2019-10-09,1721.98999,1746.488
137,2019-10-10,1720.26001,1745.8801
138,2019-10-11,1731.920044,1744.2102
139,2019-10-14,1736.430054,1747.7139
140,2019-10-15,1767.380005,1748.8143
141,2019-10-16,1777.430054,1764.4817
142,2019-10-17,1787.47998,1777.0656
143,2019-10-18,1757.51001,1789.4958
144,2019-10-21,1785.660034,1782.366
145,2019-10-22,1765.72998,1795.8269
146,2019-10-23,1762.170044,1793.2131
147,2019-10-24,1780.780029,1792.969
148,2019-10-25,1761.329956,1799.7467
149,2019-10-28,1777.079956,1796.2515
150,2019-10-29,1762.709961,1801.9608
151,2019-10-30,1779.98999,1797.0928
152,2019-10-31,1776.660034,1802.6018
153,2019-11-01,1791.439941,1802.7207
154,2019-11-04,1804.660034,1810.3428
155,2019-11-05,1801.709961,1818.8344
156,2019-11-06,1795.77002,1823.8965
157,2019-11-07,1788.199951,1824.9625
158,2019-11-08,1785.880005,1822.7476
159,2019-11-11,1771.650024,1821.2242
160,2019-11-12,1778.0,1814.4576
161,2019-11-13,1753.109985,1814.0369
162,2019-11-14,1754.599976,1802.3568
163,2019-11-15,1739.48999,1797.5586
164,2019-11-18,1752.530029,1786.3015
165,2019-11-19,1752.790039,1785.0756
166,2019-11-20,1745.530029,1782.2134
167,2019-11-21,1734.709961,1778.2714
168,2019-11-22,1745.719971,1771.3445
169,2019-11-25,1773.839966,1771.1436
170,2019-11-26,1796.939941,1780.9762
171,2019-11-27,1818.51001,1795.7325
172,2019-11-29,1800.800049,1814.0756
173,2019-12-02,1781.599976,1818.7219
174,2019-12-03,1769.959961,1815.322
175,2019-12-04,1760.689941,1808.7333
176,2019-12-05,1740.47998,1801.5717
177,2019-12-06,1751.599976,1790.1292
178,2019-12-09,1749.51001,1788.8639
179,2019-12-10,1739.209961,1785.3541
180,2019-12-11,1748.719971,1779.3168
181,2019-12-12,1760.329956,1777.8629
182,2019-12-13,1760.939941,1780.0145
183,2019-12-16,1769.209961,1781.5372
184,2019-12-17,1790.660034,1785.9954
185,2019-12-18,1784.030029,1797.0148
186,2019-12-19,1792.280029,1801.4382
187,2019-12-20,1786.5,1808.898
188,2019-12-23,1793.0,1810.4329
189,2019-12-24,1789.209961,1815.5734
190,2019-12-26,1868.77002,1817.219
191,2019-12-27,1869.800049,1850.6208
192,2019-12-30,1846.890015,1868.0142
193,2019-12-31,1847.839966,1874.3007
194,2020-01-02,1898.01001,1877.9902
195,2020-01-03,1874.969971,1902.0978
196,2020-01-06,1902.880005,1904.7434
197,2020-01-07,1906.859985,1922.0372
198,2020-01-08,1891.969971,1931.0421
199,2020-01-09,1901.050049,1933.1681
200,2020-01-10,1883.160034,1937.1777
201,2020-01-13,1891.300049,1931.424
202,2020-01-14,1869.439941,1933.3857
203,2020-01-15,1862.02002,1922.1345
204,2020-01-16,1877.939941,1914.5647
205,2020-01-17,1864.719971,1916.2233
206,2020-01-21,1892.0,1909.8237
207,2020-01-22,1887.459961,1920.4866
208,2020-01-23,1884.579956,1920.9357
209,2020-01-24,1861.640015,1922.749
210,2020-01-27,1828.339966,1913.3384
211,2020-01-28,1853.25,1896.4698
212,2020-01-29,1858.0,1898.3718
213,2020-01-30,1870.680054,1896.7042
214,2020-01-31,2008.719971,1902.3318
215,2020-02-03,2004.199951,1942.9731
216,2020-02-04,2049.669922,1976.4108
217,2020-02-05,2039.869995,2019.0625
218,2020-02-06,2050.22998,2037.1597
219,2020-02-07,2079.280029,2055.8245
220,2020-02-10,2133.909912,2075.3145
221,2020-02-11,2150.800049,2112.1182
222,2020-02-12,2160.0,2133.7083
223,2020-02-13,2149.870117,2151.6243
224,2020-02-14,2134.870117,2154.013
225,2020-02-18,2155.669922,2149.0344
226,2020-02-19,2170.219971,2163.274
227,2020-02-20,2153.100098,2176.1047
228,2020-02-21,2095.969971,2172.577
229,2020-02-24,2009.290039,2138.9453
230,2020-02-25,1972.73999,2085.2485
231,2020-02-26,1979.589966,2052.9922
232,2020-02-27,1884.300049,2037.6598
233,2020-02-28,1883.75,1979.0333
234,2020-03-02,1953.949951,1962.1656
235,2020-03-03,1908.98999,1974.8921
